Recept ID,Receptnév,Elkészítése,Kép,Szenhidrat_g,Feherje_g,Zsir_g,Recept_Skálázhatóság,,
21,Buddha tál,"1. Quinoa főzése: A 30 g quinoát alaposan öblítsd át, majd kétszeres mennyiségű enyhén sós vízben (kb. 60-70 ml) főzd puhára kb. 12-15 perc alatt. Ha kész, fedő alatt hagyd még 5 percig pihenni, majd villával lazítsd fel.
2. Csirkemell elkészítése: Amíg a quinoa fő, készítsd el a csirkemellet. Ízesítsd sóval, borssal (és más kedvelt fűszerekkel), majd grillezd, süsd serpenyőben kevés olajon, vagy párold készre. Ha átsült, vágd szeletekre vagy kockákra.
3. Zöldségek előkészítése: A 150 g vegyes zöldséget mosd meg. A választott zöldségeket vágd falatnyi darabokra, csíkokra vagy kockákra. Használhatod őket nyersen, vagy néhány fajtát (pl. brokkoli, keményebb sárgarépa) rövid ideig párolhatsz vagy blansírozhatsz.
4. Dresszing elkészítése: Egy kis tálkában keverd össze az 1 teáskanál tahinit, 1 teáskanál olívaolajat és egy csipet sót. Ha sűrűnek találod, adj hozzá pár csepp vizet vagy frissen facsart citromlevet a kívánt állag eléréséig.
5. Tál összeállítása: Egy mélyebb tálba vagy tányérra rendezd el a főtt quinoát. Halmozd mellé a sült/grillezett csirkemellet és a friss/párolt vegyes zöldségeket.
6. Tálalás: Locsold meg a zöldségeket és a csirkét (vagy az egész tálat) az elkészített tahinis-olívaolajas dresszinggel. Azonnal fogyasztható.",https://drive.google.com/thumbnail?id=1XMSgYbc2R90ma-hH7i3wdv6DXHB08V5T,29,37,11,Skálázható,,
22,Bundáskenyér,"1. Egy lapos, de kellően mély tányérban vagy tálban verd fel alaposan a tojást egy villa segítségével. 
2. Ízesítsd a felvert tojást sóval, frissen őrölt fekete borssal, és ha használsz, az aprított friss zöldfűszerrel és az opcionális csipet pirospaprikával. Keverd össze. 
3. A kenyérszeletet mártsd bele alaposan a fűszeres tojásba. Győződj meg róla, hogy mindkét oldala és a szélei is jól befedődjenek tojással. Hagyd, hogy a kenyér egy kicsit megszívja magát a tojásos keverékkel (de ne ázzon teljesen szét). 
4. Egy kisebb serpenyőben hevítsd fel a ½ teáskanálnyi kókuszzsírt közepes lángon. Várd meg, amíg a zsír teljesen felolvad és kissé felmelegszik. 
5. Óvatosan helyezd a tojásba mártott kenyérszeletet a forró zsiradékba. 
6. Süsd a bundáskenyér mindkét oldalát szép aranybarnára és enyhén ropogósra. Ez oldalanként kb. 2-4 percet vehet igénybe a hőfoktól és a kenyér vastagságától függően. Ügyelj arra, hogy a tojásos bunda teljesen átsüljön, de a kenyér ne égjen meg. 
7. Amikor a bundáskenyér elkészült, szedd egy papírtörlővel bélelt tányérra, hogy a felesleges zsiradékot leitathasd róla. 
8. Azonnal, melegen tálald. Kínálhatsz mellé friss zöldségeket, salátát, vagy ízlés szerint egyéb feltéteket.",https://drive.google.com/thumbnail?id=1l0Qv4yL8jgitYhpkJXizlM72Tfqv2Z23,12,11,9,Nem skálázható,,
23,Burrito Tál,"1. Rizs főzése: A basmati rizst alaposan mosd át hideg vízzel, amíg a leöntött víz tiszta nem lesz. Kétszeres mennyiségű enyhén sós vízben (kb. 40-50 ml) tedd fel főni. Forrás után vedd alacsonyra a lángot, fedd le, és főzd kb. 10-12 percig, amíg a vizet felszívja és megpuhul. Főzés után hagyd fedő alatt pihenni 5-10 percig.
2. Csirkés alap elkészítése: Amíg a rizs fő, készítsd el a csirkés ragut. A vöröshagymát pucold meg és aprítsd fel. A fokhagymát szintén aprítsd finomra vagy zúzd össze. A csirkemellet mosd meg, töröld szárazra, és vágd kisebb kockákra vagy csíkokra. Egy serpenyőt hevíts fel (ha használsz, kevés zsiradékkal). Add hozzá az aprított vöröshagymát, és dinszteld üvegesre. Add hozzá a fokhagymát, pirítsd 1 percig, majd tedd rá a csirkemell kockákat. Pirítsd a húst fehéredésig, majd fűszerezd sóval, borssal, füstölt paprikával és chilivel ízlés szerint. Öntsd hozzá a paradicsompürét, és adj hozzá 2-3 evőkanál vizet, ha túl sűrű lenne. Párold közepes lángon kb. 5-7 percig, amíg a csirke teljesen átsül és a szaft kissé besűrűsödik.
3. További összetevők előkészítése: A vörösbabot és a kukoricát alaposan csepegtesd le. A jalapenot ízlés szerint szeleteld, ha nem szeletelt.
4. Tál összeállítása: Egy mélyebb tál aljára szedd a megfőtt basmati rizst. Halmozd rá a fűszeres csirkés ragut. Szórd meg a lecsepegtetett vörösbabbal és kukoricával. Helyezz rá jalapeno karikákat ízlés szerint. Locsold meg az egész tálat a frissen facsart lime levével.
5. Tálalás: Azonnal fogyasztható. Ízlés szerint gazdagíthatod friss, aprított korianderrel, avokádó szeletekkel vagy guacamole-val, egy kanál zsírszegény tejföllel vagy natúr joghurttal (ezek a makrókat befolyásolják).",https://drive.google.com/thumbnail?id=19nDxamy6O6nwOEVWR1Vw50sAuwQ7COxn,38,41,5,Skálázható,,
24,Cézár Saláta Tésztával,"1. Tészta főzése: A teljes kiőrlésű tésztát enyhén sós, forrásban lévő vízben főzd meg a csomagoláson található utasítás szerint al dente állagúra (kb. 8-10 perc). Ha kész, szűrd le, és hideg vízzel öblítsd le, hogy ne ragadjon össze és kissé lehűljön.
2. Csirkemell sütése: Amíg a tészta fő, készítsd elő a csirkemellet. Mosd meg, töröld szárazra, majd vágd vékonyabb csíkokra vagy kockákra. Ízlés szerint sózd és borsozd. Egy serpenyőben kevés zsiradékon (pl. kókuszzsír, olívaolaj – ez nincs a listán, de javasolt) vagy zsiradék nélkül (bevonatos serpenyőben) süsd a csirkemell darabokat közepes lángon aranybarnára és teljesen átsültre (kb. 5-7 perc). Tedd félre hűlni kissé.
3. Zöldségek előkészítése: A jégsalátát mosd meg, centrifugáld szárazra vagy törölgesd meg, majd tépkedd vagy vágd falatnyi darabokra. A paradicsomot mosd meg és vágd cikkekre vagy kockákra.
4. Öntet elkészítése: Egy kis tálkában keverd simára a kókuszjoghurtot a mustárral és a citromlével. A fokhagymát pucold meg, majd reszeld le vagy nyomd át fokhagymanyomón, és add az öntethez. Ízesítsd sóval és borssal. Alaposan keverd össze.
5. Saláta összeállítása: Egy nagyobb tálban forgasd össze a főtt tésztát, a sült csirkemell darabokat, a jégsalátát és a paradicsomot. Öntsd rá az elkészített Cézár öntetet, és óvatosan keverd össze, hogy mindenhol bevonja.
6. Tálalás: Azonnal tálald.",https://drive.google.com/thumbnail?id=11poGAdfNXvcBL2Nm2XxW9xY95TYwtkfM,24,38,10,Skálázható,,
25,Chia Magos Erdei Gyümölcsös Puding,"1. Gyümölcs főzése: A megmosott (ha friss) erdei gyümölcsöt tedd egy kis lábosba. Önts rá annyi vizet, amennyi éppen ellepi. Kezdd el melegíteni, majd forrald fel. A forrástól számítva főzd kb. 5 percig, amíg a gyümölcsök kissé megpuhulnak és levet eresztenek. Ha fagyasztott gyümölcsöt használsz, a főzési idő kissé hosszabb lehet, vagy előbb felolvaszthatod.
2. Chiamag hozzáadása és duzzasztás: Vedd le a gyümölcsöt a tűzről. Keverd hozzá a 15 g chiamagot. Alaposan vegyítsd el. Hagyd állni szobahőmérsékleten kb. 20-30 percig, vagy amíg a chiamagok megduzzadnak és a keverék puding állagúvá sűrűsödik. Időnként megkeverheted, hogy a magok egyenletesen oszoljanak el.
3. Hűtés és tálalás (opcionális): Ha sűrűbb, hideg pudingot szeretnél, tedd hűtőszekrénybe legalább 1-2 órára, vagy akár egy éjszakára. Tálaláskor díszítheted friss gyümölcsökkel vagy egy kevés mentalevéllel.",https://drive.google.com/thumbnail?id=1OptMFRO4OJp0nI0-U9uzO9bHqiTnbAMt,14,4,3,Nem skálázható,desszert,
26,Chia Puding kókuszchipsszel,"1. Alap elkészítése: Egy zárható edénybe vagy pohárba mérd ki a chia magot. Öntsd hozzá a 200 ml kókusztejet és add hozzá az ízlés szerinti édesítőszert (ha használsz).
2. Keverés: Alaposan keverd össze egy kanállal vagy kis habverővel, hogy a chia magok ne tapadjanak össze. Hagyd állni kb. 5-10 percig, majd keverd át újra alaposan – ez segít megelőzni a csomósodást.
3. Hűtés és sűrítés: Zárd le az edényt, vagy fedd le a poharat, és tedd a hűtőszekrénybe legalább 2-4 órára, de legjobb, ha egy egész éjszakára bent hagyod. Ez idő alatt a chia magok megszívják magukat a folyadékkal és puding állagúvá sűrűsödnek.
4. Tálalás: Tálalás előtt vedd ki a hűtőből a kész chia pudingot. Kanalazd rá a tetejére a 10 g mogyoróvajat, majd szórd meg a 15 g kókuszchipsszel. Azonnal fogyasztható.",https://drive.google.com/thumbnail?id=1_KmMNPc5uCwJQ8ndB4r_S1T8ntvWyFyS,14,8,22,Nem skálázható,desszert,
27,Chilis Bab,"1. Alap előkészítése: Ha használsz zsiradékot, hevítsd fel egy közepes méretű lábosban vagy mélyebb serpenyőben. Add hozzá az apróra vágott vöröshagymát, és dinszteld üvegesre közepes lángon (kb. 3-5 perc). Add hozzá az aprított fokhagymát és a felkockázott kaliforniai paprikát, majd pirítsd további 2-3 percig, amíg a paprika kissé megpuhul.
2. Hús pirítása és fűszerezés: Növeld a hőfokot, add a láboshoz a darált marhahúst. Egy fakanállal törd kisebb darabokra, és pirítsd meg, amíg megbarnul és mindenhol átsül (kb. 5-7 perc). Szórd meg a fűszerekkel: őrölt kömény, pirospaprika, chilipor, őrölt koriander (ha használsz), sóval és borssal. Alaposan keverd össze, és pirítsd 1-2 percig, hogy a fűszerek íze kioldódjon.
3. Összefőzés: Add hozzá a paradicsompürét, a lecsepegtetett vörösbabot és kukoricát. Keverd össze. Önts hozzá kb. 100 ml vizet vagy alaplevet (vagy annyit, hogy kellemesen szaftos legyen, de ne túl híg). Add hozzá az étcsokoládé kockát. Forrald fel, majd vedd a lángot alacsonyra, fedd le, és főzd össze kb. 15-20 percig, hogy az ízek összeérjenek. Időnként keverd meg. Ha szükséges, pótolj még kevés vizet vagy alaplevet.
4. Befejezés és tálalás: Kóstold meg, és ha szükséges, igazíts a fűszerezésen (só, chili). Forrón tálald, megszórva frissen aprított korianderlevéllel vagy petrezselyemmel. Kínálhatsz mellé rizst, tortillachipszet, vagy egy kanál tejfölt/natúr joghurtot (ezek a makrókat módosítják).",https://drive.google.com/thumbnail?id=1UrUn3-RsU8GuUVmTVwVCOZf1BZdC5BEw,41,42,19,Skálázható,,
28,Citromos tőkehalfilé basmati rizzsel,"1. Rizs főzése: A basmati rizst alaposan öblítsd át hideg vízzel, majd a csomagoláson található utasítás szerint főzd meg (általában kétszeres mennyiségű enyhén sós vízben, kb. 12-15 percig, amíg a vizet felszívja és megpuhul).
2. Zöldségek előkészítése: Amíg a rizs fő, készítsd el a salátát. A választott zöldségeket mosd meg, majd vágd fel tetszés szerinti darabokra. Egy tálban keverd össze őket. Ízlés szerint meglocsolhatod egy kevés citromlével, sózhatod, borsozhatod.
3. Hal előkészítése és sütése: A tőkehalfilét (ha fagyasztott volt, teljesen engedd fel, majd papírtörlővel töröld szárazra) sózd, borsozd mindkét oldalán, majd locsold meg az 1-2 evőkanál citromlével. 
o Sütőben: Helyezd egy sütőpapírral bélelt tepsire, és előmelegített 180-200°C-os sütőben süsd kb. 10-15 percig, vagy amíg a hal átsül (könnyen szétválik villával).
o Serpenyőben: Egy tapadásmentes serpenyőt hevíts fel közepes lángon (ha szükséges, minimális olívaolajat használhatsz, de ez nincs a listában). Tedd bele a halfilét, és süsd oldalanként kb. 3-5 percig, amíg szép színt kap és átsül.
4. Tálalás: A megfőtt basmati rizst tedd egy tányérra, helyezd mellé a sült citromos tőkehalfilét, és kínáld a friss zöldségsalátával.",https://drive.google.com/thumbnail?id=1uUwLxywNovzuWWG_-D8HBNHZ-MZl-Tya,39,44,2,Skálázható,,
29,Citromos-Fokhagymás Lazac és Spárga Csicseriborsóval,"1. Sütő előmelegítése: Melegítsd elő a sütőt 200°C-ra (alsó-felső sütés).
2. Alapanyagok előkészítése: 
o A spárgát mosd meg, a fás alsó végét törd le, majd vágd kb. 3-4 cm-es darabokra.
o A fokhagymát pucold meg és vágd vékony szeletekre.
o A konzerv csicseriborsót alaposan öblítsd le és csepegtesd le.
o A citromot mosd meg és vágd vékony karikákra.
o A lazacfilét szükség esetén töröld szárazra.
3. Összeállítás a sütéshez (hozzáadott zsiradék nélkül): 
o Egy közepes méretű tepsit vagy hőálló tálat bélelj ki sütőpapírral, hogy megakadályozd a letapadást.
o Egy tálban óvatosan forgasd össze a spárgadarabokat, a lecsepegtetett csicseriborsót és a szeletelt fokhagymát. Ízlés szerint sózd és borsozd. Terítsd szét egyenletesen a sütőpapíros tepsiben. (Ha nagyon száraznak tűnik, esetleg egy-két evőkanál vizet vagy citromlevet adhatsz a zöldségek alá.)
o A lazacfilét sózd és borsozd mindkét oldalán. Helyezd a zöldséges-csicseriborsós alapra vagy mellé a tepsiben.
o Rakd a citromkarikákat a lazacfilé tetejére.
4. Sütés: 
o Tedd az előmelegített sütőbe, és süsd kb. 12-15 percig (a vékonyabb, kisebb lazacdarabnak kevesebb idő is elég lehet). A sütési idő függ a lazacfilé vastagságától. Akkor jó, ha a lazac könnyen szétomlik villával, és már nem nyers a belseje, a spárga pedig megpuhult, de még kissé roppanós. Figyelj rá, hogy ne száradjon ki – esetleg a sütési idő vége felé letakarhatod alufóliával.
5. Tálalás: 
o Óvatosan vedd ki a tepsit a sütőből. Tálald a citromos-fokhagymás lazacot a sült spárgával és csicseriborsóval.
o Azonnal, melegen fogyaszd.",https://drive.google.com/thumbnail?id=1fZTY7VCAihGqLA2SqciNs-bZj3sCG6lw,26,35,18,Skálázható,,
30,Citromos-Gyömbéres Csirkemell Kelkáposzta Roston és Quinoával,"1. Sütő előmelegítése és quinoa főzése: 
o Melegítsd elő a sütőt 190°C-ra (alsó-felső sütés). Bélelj ki egy tepsit sütőpapírral (ez segít a csökkentett olajmennyiség miatt).
o A quinoát alaposan öblítsd át hideg folyó víz alatt. Tedd egy kisebb lábasba, öntsd fel a 150 ml vízzel (vagy a quinoa csomagolásán javasolt mennyiséggel), adj hozzá egy csipet sót. Forrald fel, majd vedd alacsonyra a lángot, fedd le, és főzd kb. 15 percig, vagy amíg az összes víz felszívódik és a quinoa megpuhul. Ha kész, villával lazítsd fel.
2. Alapanyagok összekeverése a sütéshez (csökkentett zsiradékkal): 
o Amíg a quinoa fő, egy közepes méretű tálban keverd össze a csíkokra vágott csirkemellfilét, a csíkokra vágott kelkáposztát és a szeletelt hagymát.
o Add hozzá az 5 g olvasztott kókuszolajat, a frissen reszelt gyömbért, a citromlevet, sót és borsot. Alaposan forgasd össze, hogy a fűszerek és a kevés olaj mindenhol egyenletesen bevonják az alapanyagokat.
3. Sütés: 
o Terítsd el a befűszerezett csirkés-zöldséges keveréket egyenletes rétegben az előkészített, sütőpapírral bélelt tepsin.
o Süsd az előmelegített sütőben 25-30 percig. Félidőben (kb. 12-15 perc után) egyszer forgasd át az egészet, hogy mindenhol egyenletesen süljön. Akkor jó, ha a csirke átsült, a kelkáposzta pedig megpuhult és a szélein enyhén megpirult. Figyelj rá, hogy a csökkentett olajmennyiség miatt ne égjen meg; ha szükséges, a sütési idő vége felé csökkentheted a hőfokot, vagy letakarhatod a tepsit alufóliával.
4. Tálalás: 
o Tálald a sült citromos-gyömbéres csirkemellet és kelkáposztát a főtt quinoa mellé.
o Azonnal, melegen fogyaszd.",https://drive.google.com/thumbnail?id=1YxpzwPddxkfXMIHO8aQP_NuA_B8f9J_R,49,45,11,Skálázható,,
31,Cloud bread,"1. Sütő előkészítése: Melegítsd elő a sütőt 150°C-ra (alsó-felső sütés). Bélelj ki egy tepsit sütőpapírral. 
2. Tojás szétválasztása: Óvatosan válaszd szét a tojásfehérjét és a sárgáját két külön, tiszta tálba. Ügyelj rá, hogy a fehérjéhez ne kerüljön sárgája vagy zsiradék. 
3. Sárgája keverék: A tojássárgájához add hozzá a kókuszjoghurtot, a zablisztet és egy csipet sót. Keverd simára, csomómentesre. 
4. Fehérje felverése: A tojásfehérjét egy másik csipet sóval kezdd el felverni (elektromos habverővel a legkönnyebb) közepes fokozaton, majd amikor már habos, vedd magasabbra a fokozatot, és verd kemény, fényes habbá. Akkor jó, ha a habverőt kiemelve a habcsúcsok megállnak. 
5. Hab összeforgatása: A sárgájás keveréket óvatosan, több részletben forgasd bele a felvert tojásfehérjehabba egy spatulával. Lentről felfelé irányuló mozdulatokkal dolgozz, hogy a hab minél kevésbé törjön össze. Elég, ha éppen csak elkeveredik. 
6. Formázás és sütés: A masszából evőkanállal vagy habzsák segítségével formázz kis halmokat (kb. 2-3 darab jön ki ebből a mennyiségből) a sütőpapírral bélelt tepsire. Hagyj közöttük egy kis helyet. 
7. Tedd az előmelegített sütőbe, és süsd kb. 15-20 percig, vagy amíg a tetejük aranyszínű nem lesz, és a kenyérkék átsülnek (érintésre rugalmasak, nem ragadnak). 
8. Hűtés: Hagyd a kenyérkéket pár percig a tepsin hűlni, majd tedd át őket egy rácsra, hogy teljesen kihűljenek. Frissen a legfinomabbak. ",https://drive.google.com/thumbnail?id=1uTKpkfOBSgI0xUEokzAsybwb2fkVhWM5,7,8,7,Skálázható,,
